,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario
10,1088629433,20250113,14,basic,,,"500,00",new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1088629433,False,False,False,"Detalles del producto
Movil iPhone 14 de 128 gb nuevo. Salud de batería 100%
Incluye caja , su cable de carga correspondiente, funda original de Apple y cristal protector.
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14
Color
Rojo
Capacidad de almacenamiento
128 GB"
11,1088931494,20250113,15,pro max,256,,"800,00",good,iphone 15 pro max 256gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-negro-1088931494,True,False,False,"Detalles del producto
vendo iphone 15 pro max , lo vendo porque tengo el 16 , lo dejo a ultimo precio en 700 por q tiene unas marcas en la pantalla q apenas se ven , lo vendo tal cual , no tengo caja.
Estado
Buen estado
Marca
Apple
Modelo
15 pro max
Color
Negro
Capacidad de almacenamiento
256 GB"
12,1088978863,20250113,16,plus,128,,"825,00",new,iphone 16 plus 128gb nuevo!  ,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-128gb-nuevo-1088978863,False,True,False,"Detalles del producto
iPhone 16 Plus 128Gb Verde
100% SALUD DE BATERIA (11 CICLOS) 
ESTADO COMO NUEVO!!

Entrega en mano Torrejon De Ardoz Envio a Toda España Disponible!
Precio ya ajustado!
**NO ES NEGOCIABLE**
No contestare ofertas por debajo del precio marcado
Estado
Nuevo
Marca
Apple
Modelo
iPhone 16 Plus
Color
Verde
Capacidad de almacenamiento
128 GB"
13,1088984281,20250113,15,basic,,,"700,00",as_good_as_new,iphone 15 ,madrid,60,False,https://es.wallapop.com/item/iphone-15-1088984281,False,False,False,"Detalles del producto
iphone 15 azul claro, menos de un año de uso esta casi nuevo lo vendo por que me compre el 16 lo entrego con caja, garantia, cargador, audifonos, protector.
Estado
Como nuevo
Marca
Iphone
Color
Azul"
14,1089057553,20250113,14,pro,,,"430,00",good,iphone 14 pro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-1089057553,False,False,False,not found
15,1089069545,20250113,16,pro max,,,"920,00",as_good_as_new,iphone 16 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-1089069545,False,False,False,"Detalles del producto
Nuevo, viene con su caja y cargador original es de 256gb
Estado
Como nuevo
Marca
Apple
Modelo
IPhone 16 Pro Max
Color
Beige
Capacidad de almacenamiento
256 GB"
16,1089073835,20250113,14,pro,,,"550,00",as_good_as_new,iphone 14 pro ,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-1089073835,False,False,False,"Detalles del producto
iPhone 14 pro 
Cómo nuevo cero detalles sin ni una rayita 
128 GB
Caja, cable, antiespias, y protector de camara 
82% de batería
Le tengo más de 14 fundas protectoras casi todas nuevas 
Verlo es comprarlo
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Azul marino
Capacidad de almacenamiento
128 GB"
17,1089074690,20250113,15,pro,,,"819,00",new,iphone 15 pro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1089074690,False,False,False,"Detalles del producto
iPhone 15 pro color titanio natural de 256gb

Estado perfecto, ni una sola marca!!

Salud de bateria al 91%✅Excelente

Funciona como el primer dia, altavoces, face id, camaras... Excelente

Se incluye cable, caja, y funda balenciaga de regalo, valorada en 80€. ⭐️ Se entrega con su factura!


Recogida en boadilla del monte o envios pago previo mediante bizum
Estado
Nuevo
Marca
Apple
Modelo
iPhone 15 Pro
Color
Gris
Capacidad de almacenamiento
256 GB"
18,1086787196,20250113,16,pro,128,100.0,"953,95",good,iphone 16 pro 128gb bat 100% +caja,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-128gb-bat-100--caja-1086787196,False,True,False,
19,1088444601,20250113,15,basic,,,"540,00",good,iphone 15,madrid,60,False,https://es.wallapop.com/item/iphone-15-1088444601,False,False,False,"Detalles del producto
Iphone 15 muy cuidado se entrega con caja y cable
Estado
Buen estado
Marca
Apple
Modelo
iPhone 15
Color
Negro
Capacidad de almacenamiento
128 GB"
20,1088807272,20250113,16,pro max,,,"1150,00",new,iphone 16 pro max ,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-1088807272,False,False,False,"Detalles del producto
5 ciclos de carga
Estado
Nuevo
Marca
Apple
Modelo
iphone
Color
Gris espacial
Capacidad de almacenamiento
256 GB"
21,1088939928,20250113,14,pro,256,,"719,00",new,iphone 14 pro 256gb nuevo!,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-nuevo-1088939928,False,True,False,"Detalles del producto
iPhone 14 pro 256gb Negro COMO NUEVO IMPOLUTO!

✅15 días de prueba gratís

✅Con factura y ''12 MESES'' de garantía

✅Cogemos tu movil como parte de pago

✅Envío gratis por web movilten.es

✅Pago: PayPal, Bizum, tarjeta

✅Tienda C/Canarias 9, Madrid, 28045

compralo en Movilten.es o visítanos en nuestra tienda física: C/Canarias 9, Madrid, metro palos de la frontera línea 3

912 627 700, 650 841 635
Estado
Nuevo
Marca
apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
256 GB"
22,1088941776,20250113,16,basic,128,,"850,00",as_good_as_new,iphone 16 128gb rosa ,madrid,60,False,https://es.wallapop.com/item/iphone-16-128gb-rosa-1088941776,True,False,False,"Detalles del producto
iphone 16 rosa de 128gb
practicamente nuevo 
salud de la bateria al 100% 
con caja y cable de carga 
tiene puesto el protector de pantalla con carcasa de color rosa
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 16
Color
Rosa
Capacidad de almacenamiento
128 GB"
23,1089036233,20250113,15,pro max,,,"750,00",new,iphone 15 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-1089036233,False,False,False,not found
24,1089056836,20250113,14,pro max,,,"490,00",good,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1089056836,False,False,False,"Detalles del producto
en muy buenas condiciones
Estado
Buen estado
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Dorado
Capacidad de almacenamiento
256 GB"
25,1089061018,20250113,14,pro max,,,"770,00",as_good_as_new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1089061018,False,False,False,"Detalles del producto
IPhone 14 PRO MAX

En perfecto estado
512 GB
Bateria 86 % 
Con caja y cable de carga original 
Vendo por cambio de equipo
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Blanco
Capacidad de almacenamiento
512 GB"
26,1089062245,20250113,15,pro,256,,"670,00",as_good_as_new,iphone 15 pro  max 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1089062245,False,False,False,"Detalles del producto
nuevo, con su caja y cargador original es de 256gg
Estado
Como nuevo
Marca
Apple
Modelo
IPhone 15 Pro Max
Color
Gris
Capacidad de almacenamiento
256 GB"
27,1084745293,20250113,16,plus,256,,"950,00",good,iphone 16 plus 256gb ,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-256gb-1084745293,False,False,False,"Detalles del producto
iphone 16 plus 256gb
blanco
con pequeños rayones en la pantalla
Estado
Buen estado
Marca
Apple
Modelo
Iphone 16 plus
Color
Blanco
Capacidad de almacenamiento
256 GB"
28,1088234136,20250113,14,pro,256,,"850,00",new,iphone 14 pro gold 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-gold-256gb-1088234136,False,False,False,"Detalles del producto
NUEVO A ESTRENAR!!
IPHONE 14 PRO GOLD 256 GB EN CAJA ORIGINAL ABIERTA PERO SIN USO.
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Dorado
Capacidad de almacenamiento
256 GB"
29,1088458111,20250113,16,plus,128,,"820,00",new,iphone 16 plus 128gb nuevo ,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-128gb-nuevo-1088458111,False,False,False,"Detalles del producto
iPhone 16 Plus 128Gb 
Color Azul Turquesa 
TOTALMENTE NUEVO 
100% de Batería con tan solo 11 Ciclos 
Con Factura Y Garantía 

Precio fijo rebajado 
No Acepto ofertas por debajo del precio marcado 

Solamente Trato en Mano Torrejón de Ardoz 

Vendedor Serio leer mis valoraciones ✅ 
Compra garantizada✅
Estado
Nuevo
Marca
Apple
Modelo
iPhone 16 Plus
Color
Azul
Capacidad de almacenamiento
128 GB"
30,1088750443,20250113,15,pro,128,,"775,00",good,iphone 15 pro 128gb natural,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-128gb-natural-1088750443,False,False,False,"Detalles del producto
IPHONE 15 PRO 128GB TITANIO NATURAL GRIS ALGO DE USO CON CAJA
89% SALUD BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Buen estado
Marca
Apple
Modelo
iPhone 15 Pro
Color
Gris
Capacidad de almacenamiento
128 GB"
31,1088945249,20250113,16,pro max,512,,"1349,00",as_good_as_new,cambio iphone 16 pro max 512,madrid,60,False,https://es.wallapop.com/item/cambio-iphone-16-pro-max-512-1088945249,False,False,False,"Detalles del producto
cambio vendo iphone 16 pro max titanium natural 512 gb impecable ninla mas minima marca con factura caja y cable bateria a 100% garantia hasta 19 septiembre 2025 solamente cambio por airpods pro y dinero bloque ofertas absurdas
Estado
Como nuevo
Marca
Apple
Modelo
16 pro max
Color
Gris
Capacidad de almacenamiento
512 GB"
32,1088983964,20250113,15,pro,,,"790,00",as_good_as_new,iphone 15 pro ,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1088983964,False,False,False,"Detalles del producto
Libre y funcional 

Estado 9.8/10 
Se entrega con caja y accesorios
128 GB 
Batería 🔋 92%

se entrega con Factura ( un año de uso )

Acepto cambios
Estado
Como nuevo
Marca
iPhone
Modelo
15 Pro
Color
Gris espacial
Capacidad de almacenamiento
128 GB"
33,1088996110,20250113,14,pro,128,,"700,00",good,iphone 14 pro 128 gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128-gb-blanco-1088996110,True,False,False,"Detalles del producto
iphone 14 pro 128gb 
bateria 88%
cuento con su caja
Estado
Buen estado
Marca
Apple
Modelo
iPhone 14 Pro
Color
Blanco
Capacidad de almacenamiento
128 GB"
34,1089030398,20250113,15,pro max,256,,"919,00",new,iphone 15 pro max 256gb nuevo!!,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-nuevo-1089030398,False,True,False,"Detalles del producto
iPhone 15 Pro Max 256gb Negro COMO NUEVO IMPOLUTO!
Batería 100%

✅15 días de prueba gratís

✅Con factura y garantía

✅Cogemos tu movil como parte de pago

✅Envío gratis por web movilten.es

✅Pago: PayPal, Bizum, tarjeta

✅Tienda C/Canarias 9, Madrid, 28045

compralo en Movilten.es o visítanos en nuestra tienda física: C/Canarias 9, Madrid, metro palos de la frontera línea 3

912 627 700, 650 841 635
Estado
Nuevo
Marca
apple
Modelo
iPhone 15 Pro Max
Color
Negro
Capacidad de almacenamiento
256 GB"
35,1089074035,20250113,14,pro,256,,"620,00",as_good_as_new,iphone 14 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-1089074035,False,False,False,"Detalles del producto
Se vende iPhone 14 pro en muy buen estado.

El móvil se encuentra en su tercer año de garantía hasta noviembre de 2025.
La salud de batería es del 85%.
Siempre ha estado con protector de pantalla.

Se entrega un protector de pantalla valorado en 10€ como el que tiene en las fotos.

Se entrega con fundas, y el cable lightning.

No negociable, precio mínimo.

No acepto cambios.
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Morado
Capacidad de almacenamiento
256 GB"
36,1085714489,20250113,16,basic,128,,"819,00",good,smartphone apple iphone 16 128 gb -e0037306cv-,madrid,60,False,https://es.wallapop.com/item/smartphone-apple-iphone-16-128-gb-e0037306cv-1085714489,False,True,False,"Detalles del producto
📬Muchos más productos en nuestra web📦

⭐️ 3 años de Garantía ⭐️

📍Somos tu loco tienda en c/Madrid 92,
Getafe.

📦Realizamos Envíos a través de Wallapop.

📞Consulta disponibilidad a través del chat o por teléfono 919478037

E0037306CV
Estado
Buen estado
Marca
Apple
Modelo
iPhone 16
Color
Blanco
Capacidad de almacenamiento
128 GB"
37,1087542220,20250113,14,basic,,,"550,00",new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-azul-128gb-impecable-y-con-accesorios-1087542220,False,False,False,"Detalles del producto
Vendo iPhone 14 en color azul con 128GB de almacenamiento. Está en excelente estado, con 89% de salud de batería y sin ningún daño. Incluye caja original, cargador, cable Lightning y una funda JETech

Lo vendo porque en Reyes me regalaron el iPhone 16 y ya no lo necesito

Incluye:
 • iPhone 14 (128GB)
 • Caja original
 • Cable y adaptador de carga
 • Funda protectora JETech
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14
Capacidad de almacenamiento
128 GB"
38,1088289579,20250113,16,pro max,256,,"1150,00",new,iphone 16 pro max 256gb ,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-1088289579,False,False,False,"Detalles del producto
Iphone 16 pro max 256gb natural sólo probado 3 ciclos de carga, con cargador original y factura para la garantía de 3 años, sólo se cambia por 16 pro igual de condiciones más diferencia a mi favor, sólo se envía previo pago, se entrega en mano en Madrid o Salamanca. NO NEGOCIABLE
Estado
Nuevo
Marca
Apple
Modelo
iPhone 16
Color
Gris
Capacidad de almacenamiento
256 GB"
39,1088693445,20250113,15,basic,128,,"650,00",good,iphone 15 128gb azul seminuevo,madrid,60,False,https://es.wallapop.com/item/iphone-16-128gb-azul-seminuevo-1088693445,True,False,False,"Detalles del producto
iPhone 15 128GB seminuevo. Comprado en Amazon en octubre de 2023. Se enseña factura y DNI, si es necesario, para demostrar procedencia lícita.
Con garantía oficial Apple hasta octubre de 2025. Buen estado en general y perfecto estado de la batería. Con caja original y todos sus accesorios de fábrica. Se entrega con funda y protector de pantalla nuevo de regalo. **Precio no negociable**. Entrega en mano en Madrid (consultar zonas) o envío por mensajero 24h por solo 6€ más.
Estado
Buen estado
Marca
Apple
Modelo
iPhone 15
Color
Blanco
Capacidad de almacenamiento
128 GB"
40,1088727022,20250113,16,pro max,,,"1500,00",as_good_as_new,iphone 16 pro max ,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-1088727022,False,False,False,"Detalles del producto
Está nuevo escucho ofertas dejen contactos tiene mil gigas regalo airpods hago envíos acepto modelos anteriores más dinero
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 16 pro Max
Color
Gris espacial
Capacidad de almacenamiento
1 TB"
41,1088779417,20250113,15,basic,,,"600,00",new,telefono movil iphone 15,madrid,60,False,https://es.wallapop.com/item/telefono-movil-iphone-15-1088779417,False,False,False,"Detalles del producto
iphone 15 en perfectas condiciones mas imformacion al privado
Estado
Nuevo
Marca
Iphone
Color
Negro"
42,1088793874,20250113,14,basic,,,"400,00",good,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1088793874,False,False,False,"Detalles del producto
Iphone 14 blanco de 128gb, con salud de bateria de 89% funciona todo (face id, wifi, altavoces,etc) , tiene todo original. Tiene un pequeño golpe en la pantalla y una linea del golpe llega a parte de la camara por lo que la imagen tiene un efecto raro (se soluciona reparando la pantalla). Entrego con su caja y cable de carga.Precio no negociable
Estado
Buen estado
Marca
Apple
Modelo
iPhone 14
Color
Blanco
Capacidad de almacenamiento
128 GB"
43,1088840098,20250113,15,basic,,,"650,00",as_good_as_new,iphone 15 ,madrid,60,False,https://es.wallapop.com/item/iphone-15-1088840098,False,False,False,"Detalles del producto
Se vende iphone 15 de 128gb en perfectas condiciones 97% de bateria con su caja, cargador original y accesorios. Tengo la factura.
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 15
Capacidad de almacenamiento
128 GB"
44,1089072909,20250113,14,pro max,,,"580,00",as_good_as_new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1089072909,False,False,False,"Detalles del producto
movil en perfecto estado sin ningun detalle salud de bateria 90%...
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Morado
Capacidad de almacenamiento
256 GB"
45,1081080436,20250113,15,basic,128,,"753,95",new,"iphone 15 negro 128gb + caja ""a estrenar""",madrid,60,False,https://es.wallapop.com/item/iphone-15-negro-128gb---caja-a-estrenar-1081080436,True,True,False,"Detalles del producto
11-U514343 En buen estado y funcionamiento 3 años de garantía. Disponible en Calle Atocha 45 de Madrid. Puedes comprarlo online, venir a visitarnos, llamarnos al 911385472 o contactarnos por Whatsapp 653982474. Enviamos a toda España excepto Canarias, Ceuta y Melilla. También puedes traernos tus cosas y tenemos la opción de venta recuperable si quieres dinero inmediato sin desprenderte de ellas. Si quieres puedes ver todos los artículos directamente en nuestras web.
Estado
Nuevo
Marca
x
Modelo
x
Color
Verde noche"
46,1083941020,20250113,16,basic,128,100.0,"753,95",good,iphone 16 ultramarine 128gb 100% bat+ caja,madrid,60,False,https://es.wallapop.com/item/iphone-16-ultramarine-128gb-100-bat--caja-1083941020,False,True,False,
47,1087475567,20250113,14,pro,256,,"650,00",new,iphone 14 pro 256,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256-1087475567,False,False,False,"Detalles del producto
se vende iPhone 14 pro 256 gb, es un móvil nuevo ya que es un móvil de sustitución, solo se ha sacado de la caja para comprobar su fincionamiento (pago efectivo o bizum)
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
256 GB"
48,1088014137,20250113,16,basic,128,,"750,00",new,iphone 16 / verde / 128g,madrid,60,False,https://es.wallapop.com/item/iphone-16-verde-128g-1088014137,True,True,False,"Detalles del producto
iphone 16
color verde
128 G
Nuevo, sin abrir el precinto
Estado
Nuevo
Marca
Apple
Modelo
Iphone 16
Color
Verde
Capacidad de almacenamiento
128 GB"
49,1088758548,20250113,16,pro,256,,"1099,00",as_good_as_new,iphone 16 pro 256gb desierto,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-256gb-desierto-1088758548,False,False,False,"Detalles del producto
IPHONE 16 PRO 256GB TITANIO DESIERTO ORO ROSA IMPECABLE
COMO NUEVO CON CAJA
100% SALUD BATERIA Y 44 CICLOS CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO
Color
Oro rosa
Capacidad de almacenamiento
256 GB"
50,1088762400,20250113,15,pro,128,,"799,00",good,iphone 15 pro 128gb titanio azul,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-azul-1088762400,True,False,False,"Detalles del producto
IPHONE 15 PRO 128GB TITANIO AZUL BUEN ESTADO TELEFONO MAS EL CABLE
SALUD DE BATERIA 93%

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Buen estado
Marca
Apple
Modelo
iPhone 15 Pro
Color
Azul
Capacidad de almacenamiento
128 GB"
51,1088787229,20250113,14,basic,,,"550,00",good,iphone 14 ,madrid,60,False,https://es.wallapop.com/item/iphone-14-1088787229,False,False,False,"Detalles del producto
128GB
Estado
Buen estado
Marca
Apple
Modelo
iPhone 14
Color
Negro
Capacidad de almacenamiento
128 GB"
52,1089011117,20250113,15,pro max,,,"950,00",as_good_as_new,iphone 15 pro max azul ,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-azul-1089011117,True,False,False,"Detalles del producto
Se vende Iphone 15 Pro Max, color Azul de 256 gb. Impecable sin roces.
Salud de la bateria 89%.
Solo gente realmente interesada.
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 15 pro max
Color
Azul
Capacidad de almacenamiento
256 GB"
53,1089064671,20250113,14,pro max,128,,"850,00",as_good_as_new,iphone 14 pro max 128g,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128g-1089064671,False,False,False,"Detalles del producto
iPhone 14 pro max muy cuidado perfecto para regalar.caja cable y factura un saludi
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Morado
Capacidad de almacenamiento
128 GB"
54,1080681424,20250113,16,basic,128,,"819,00",good,smartphone apple iphone 16 128 gb,madrid,60,False,https://es.wallapop.com/item/smartphone-apple-iphone-16-128-gb-1080681424,False,False,False,"Detalles del producto
📬Muchos más productos en nuestra web📦

⭐️ 3 años de Garantía ⭐️

📍Somos tu loco tienda en c/Madrid 92,
Getafe.

📦Realizamos Eñnvíos a través de Wallapop.

📞Consulta disponibilidad a través del chat o por teléfono 919478037

E0100884CV
Estado
Buen estado
Marca
Apple
Modelo
IPHONE 16
Color
Negro
Capacidad de almacenamiento
128 GB"
55,1086711302,20250113,14,basic,,,"500,00",new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1086711302,False,False,False,"Detalles del producto
iPhone 14 128 gb negro.

NUEVO SIN USO.

Aquí explico: Yo tenía el mismo iPhone 14 con seguro de Apple Care. He ido ahora a devolver mi viejo móvil y me han dado este nuevo iPhone 14 en Apple Madrid.

La caja y el cable para cargar es la de mi anterior móvil. El teléfono es nuevo, no tiene uso. Batería 100%. No se ha encendido.
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14
Color
Negro
Capacidad de almacenamiento
128 GB"
56,1087887744,20250113,15,plus,,,"725,00",new,iphone 15 plus,madrid,60,False,https://es.wallapop.com/item/iphone-15-plus-1087887744,False,False,False,"Detalles del producto
REBAJAS en nuestra tienda. Paseo de Estremadura 46.
3 AÑOS DE GARANTÍA.
Iphone 15 PLUS de 128GB. con la bateria al 100%. Primer uso en Junio de este año. Color negro.
Somos tienda. Estamos de 10 a 14 y 16:30 a 20:30 de lunes a sábado. Aceptamos iphone 16 o 14 pro max o 13 pro max en parte de pago. 380848
Estado
Nuevo
Marca
Apple
Modelo
iPhone 15 Plus
Color
Negro
Capacidad de almacenamiento
128 GB"
