,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario
13,1073593723,20241127,15,pro,,,"950,00",good,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1073593723,False,False,False,
14,1073716234,20241127,15,pro max,,,"979,00",as_good_as_new,iphone 15 pro max,False,https://es.wallapop.com/item/iphone-15-pro-max-1073716234,False,False,False,
15,1073356158,20241127,15,plus,256,,"950,00",new,iphone 15 plus 256gb,False,https://es.wallapop.com/item/iphone-15-plus-256gb-1073356158,False,False,False,"iPhone 15 plus 256gb completamente nuevo
-Garantia Apple hasta 01/07/2025
- Incluye cable cargador, Apple wallet y funda Apple.
- Completamente nuevo. 
Motivo de la venta, 12 años con android y al probar IOS no me ha gustado. Lo quiero vender para comprar otro móvil android.
- NO INTERCAMBIOS"
16,1073697074,20241127,15,pro,,,"1000,00",as_good_as_new,se vende iphone 15 pro ,False,https://es.wallapop.com/item/se-vende-iphone-15-pro-1073697074,False,False,False,
17,1073764752,20241127,15,pro max,256,,"949,00",good,iphone 15 pro max 256gb negro,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-negro-1073764752,True,False,False,
18,1073345266,20241127,15,basic,128,,"579,99",new,"iphone 15 black 128gb garantía 
",False,https://es.wallapop.com/item/iphone-15-black-128gb-garantia-1073345266,False,False,False,SOMOS TIENDA EN MADRID Terminal comprobado al 100% y con garantía de 6 meses :  se vende inmejorable:IPHONE 15 BLACK 128GB EN MUY BUEN ESTADO TAL COMO SE PUEDE VER EN LAS FOTOS SALUD DE BATERIA 88% VIENE CON SU CAJA ORIGINAL Y SU CABLE DE CARGA NO TIENE NADA CAMBIADO NI REPARADO TODO DE SERIE TAL CUAL SALIO DE APPLE 6 MESES CON NOSOTROS GARANTIA CON FACTURA SOMOS TIENDA CON MAS DE 10 AÑOS EN EL SECTOR NO ES NEGOCIABLE SI REALMENTE NO ESTAN INTERESADOS NO MOLESTEN NO CONTESTO BLOQUEO INMEDIATO
19,1073717352,20241127,15,pro,256,,"800,00",good,iphone 15 pro 256g,False,https://es.wallapop.com/item/iphone-15-pro-256g-1073717352,False,False,False,
20,1073781800,20241127,15,pro,128,,"689,00",as_good_as_new,iphone 15 pro 128gb perfecto estado ,False,https://es.wallapop.com/item/iphone-15-pro-128gb-perfecto-estado-1073781800,False,False,False,
21,1033637778,20241127,15,basic,128,,"734,00",good,apple iphone 15 128gb verde - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-verde-revisado-1033637778,True,True,True,
22,1073511435,20241127,15,pro max,256,100.0,"1000,00",new,iphone 15 pro max 256 gb 100% - sin caja ni cargad,False,https://es.wallapop.com/item/iphone-15-pro-max-256-gb-100-sin-caja-ni-cargad-1073511435,False,True,False,
23,1073763332,20241127,15,pro,128,,"849,00",as_good_as_new,iphone 15 pro 128gb natural,False,https://es.wallapop.com/item/iphone-15-pro-128gb-natural-1073763332,False,False,False,
24,1033637749,20241127,15,basic,512,,"1256,00",good,apple iphone 15 512gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-azul-revisado-1033637749,True,True,True,
25,1073347612,20241127,15,pro max,256,,"949,99",new,"iphone 15 pro max titanium 256gb intacto
",False,https://es.wallapop.com/item/iphone-15-pro-max-titanium-256gb-intacto-1073347612,False,False,False,SOMOS TIENDA EN MADRID TERMINAL CON GARANTÍA APPLE HASTA JUNIO DEL 2025 MAS 6 MESES CON NOSOTROS GARANTÍA CON FACTURA SOMOS TIENDA CON MAS DE 10 AÑOS EN EL SECTOR SE VENDE INMEJORABLE:IPHONE 15 PRO MAX NATURAL TITANIUM 256GB INTACTO NI UN RASGUÑO POR DONDE LO MIRES PRÁCTICAMENTE NUEVO TAL COMO SE PUEDE VER EN LAS FOTOS MOVIL CON MUY POCO USO  SALUD DE BATERIA AL 100% 69 CICLOS DE BATERIA ESTA INTACTO COMO SE PUEDE VER NO ES NEGOCIABLE SI REALMENTE NO ESTAN INTERESADOS NO MOLESTEN NO CONTESTO BLOQUEO INMEDIATO
26,1073699441,20241127,15,pro max,,,"850,00",as_good_as_new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1073699441,False,False,False,
27,1033637742,20241127,15,basic,256,,"818,00",good,apple iphone 15 256gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-azul-revisado-1033637742,True,True,True,
28,1073280211,20241127,15,pro,128,,"790,00",new,iphone 15 pro 128gb black solo activado ,False,https://es.wallapop.com/item/iphone-15-pro-128gb-black-solo-activado-1073280211,False,False,False,"ℹ️ Solo activado, 0 ciclos de carga, se entrega factura de k-tuin de origen, más detalles en fotos 

‼️ Toda la información relevante está disponible en descripción y fotos, por tanto no se responden consultas sobre detalles ya explicados 
 
💲Precio definitivo, no sujeto a negociación 
 
🧾 Se entrega con factura que incluye la garantía legal vigente 

🏦 Se aceptan múltiples formas de pago, transferencia inmediata, tarjeta, Apple Pay o efectivo

📋 Vendedor profesional, que opera a través de empresa

📦 Envíos exclusivamente a través de la aplicación y con correos

🚛 Entrega en mano en la zona del ensanche de Vallecas"
29,1073785578,20241127,15,pro,256,,"925,00",as_good_as_new,iphone 15 pro 256gb titanio natural,False,https://es.wallapop.com/item/iphone-15-pro-256gb-titanio-natural-1073785578,True,False,False,
30,1033637712,20241127,15,basic,128,,"734,00",good,apple iphone 15 128gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-azul-revisado-1033637712,True,True,True,
31,1073017927,20241127,15,pro,,,"900,00",new,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1073017927,False,False,False,"Sin uso, todo original, bateria con tan solo 2 ciclos para probar su funcionamiento."
32,1073751767,20241127,15,plus,128,,"749,00",as_good_as_new,iphone 15 plus 128gb negro,False,https://es.wallapop.com/item/iphone-15-plus-128gb-negro-1073751767,True,False,False,
33,1033637669,20241127,15,basic,256,,"906,00",good,apple iphone 15 256gb negro - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-negro-revisado-1033637669,True,True,True,
34,1044209321,20241127,15,basic,,,"789,00",as_good_as_new,iphone 15  amarillo - nuevo en su caja,False,https://es.wallapop.com/item/iphone-15-amarillo-nuevo-en-su-caja-1044209321,True,True,False,
35,1073013903,20241127,15,plus,,,"670,00",new,iphone 15 plus,False,https://es.wallapop.com/item/iphone-15-plus-1073013903,False,False,False,"Negro, como nuevo, salud de bateria 98%. Solo cambio por s23 ultra mas dinero a mi favor o s24 ultra
Se puede añadir Airpods Pro 2 como nuevos por 100€ mas
NO NEGOCIABLE"
36,1033637646,20241127,15,basic,128,,"726,76",good,apple iphone 15 128gb negro - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-negro-revisado-1033637646,True,True,True,
37,1073202872,20241127,15,pro,128,,"799,00",new,♻️ iphone 15 pro 128 gb,False,https://es.wallapop.com/item/iphone-15-pro-128-gb-1073202872,False,True,False,"Terminal Apple iPhone 15 128 GB.
Con solo 4 ciclos de carga, a estrenar!!!

.
.
Color blanco.
.
.
Salud de la batería 100%.
.
.
POR FAVOR CONTACTAR POR TELÉFONO/WhatsApp !!⬇️⬇️
***recellsat.es***
Somos tienda, damos garantía de 1 año.
Calle Hermosilla, 80
➡️622.892.953⬅️"
38,1073761979,20241127,15,pro,128,,"849,00",as_good_as_new,iphone 15 pro 128gb titanio azul,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-azul-1073761979,True,False,False,
39,1067149326,20241127,15,pro max,512,,"1150,00",good,iphone 15 pro max 512 gb,False,https://es.wallapop.com/item/iphone-15-pro-max-512-gb-1067149326,False,False,False,
40,1073282878,20241127,15,pro,128,100.0,"780,00",new,iphone 15 pro de 128gb black 100% bat,False,https://es.wallapop.com/item/iphone-15-pro-de-128gb-black-100-bat-1073282878,False,True,False,
41,1073762465,20241127,15,pro,128,,"849,00",as_good_as_new,iphone 15 pro 128gb titanio natural,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-natural-1073762465,True,False,False,
42,1073190874,20241127,15,pro max,256,,"930,00",new,iphone 15 pro max 256gb como nuevo,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-como-nuevo-1073190874,False,False,False,"• iPhone 15 Pro Max 256gb negro.
• Salud de batería 90%.
• 100% original sin piezas cambiadas.
• Libre de operador.
• Caja y accesorios.
• ACEPTO OTROS IPHONE COMO PARTE DE PAGO.
• Se puede comprobar en tienda APPLE.
• Entrego en cualquier punto de Madrid. 
• Whatsapp 604209338.
• PUEDES VER MIS VALORACIONES Y MÁS MODELOS EN MI PERFIL."
43,1073673862,20241127,15,pro max,256,,"849,00",good,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1073673862,False,False,False,
44,1073761543,20241127,15,pro,128,,"849,00",as_good_as_new,iphone 15 pro 128gb titanio blanco,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-blanco-1073761543,True,False,False,
45,1073154280,20241127,15,pro max,256,,"940,00",new,iphone 15 pro max 256gb nuevo,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-nuevo-1073154280,False,False,False,iPhone 15 Pro Max de 256gb titanio natural original nuevo. Batería 91% de salud. Entrego caja con accesorios. Se puede probar en tienda APPLE para comprobar su perfecto estado. SE ACEPTAN OTROS IPHONE COMO PARTE DE PAGO. Entrego en cualquier punto de Madrid. MÁS MODELOS EN MI PERFIL.
46,1073200859,20241127,15,basic,256,100.0,"630,00",good,apple iphone 15 256gb bat 100% garantia,False,https://es.wallapop.com/item/apple-iphone-15-256gb-bat-100-garantia-1073200859,False,True,False,
47,1073750133,20241127,15,pro,1tb,,"1149,00",as_good_as_new,iphone 15 pro 1tb titanio negro,False,https://es.wallapop.com/item/iphone-15-pro-1tb-titanio-negro-1073750133,True,False,False,
48,1073152960,20241127,15,pro max,256,,"930,00",new,iphone 15 pro max 256gb nuevo,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-nuevo-1073152960,False,False,False,iPhone 15 Pro Max de 256gb titanio natural original como nuevo. Batería 90% de salud. Entrego caja con accesorios. Todas sus piezas son originales. Se puede probar en tienda APPLE para comprobar su perfecto estado. SE ACEPTAN OTROS IPHONE COMO PARTE DE PAGO. Entrego en cualquier punto de Madrid. MÁS MODELOS EN MI PERFIL.
49,1073532967,20241127,15,basic,128,100.0,"650,00",good,iphone 15 de 128gb/100% bat buen estado libre ,False,https://es.wallapop.com/item/iphone-15-de-128gb-100-bat-buen-estado-libre-1073532967,False,True,False,
50,1073788762,20241127,15,pro max,1tb,,"1249,00",as_good_as_new,iphone 15 pro max 1tb blanco titanio,False,https://es.wallapop.com/item/iphone-15-pro-max-1tb-blanco-titanio-1073788762,True,False,False,
51,1073078284,20241127,15,pro max,,,"980,00",new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1073078284,False,False,False,nuevo 100x100 de bateria 265gb
52,1073195404,20241127,15,plus,128,,"700,00",good,iphone 15 plus 128 gb,False,https://es.wallapop.com/item/iphone-15-plus-128-gb-1073195404,False,False,False,
53,1073763823,20241127,15,pro max,512,,"1075,00",as_good_as_new,iphone 15 pro max 512gb azul,False,https://es.wallapop.com/item/iphone-15-pro-max-512gb-azul-1073763823,True,False,False,
54,1072741905,20241127,15,basic,128,,"690,00",new,iphone 15 128 gb negro a estrenar,False,https://es.wallapop.com/item/iphone-15-128-gb-negro-a-estrenar-1072741905,True,False,False,"Iphone 15 128 GB Negro a estrenar, recién comprado, sin desprecintar, libre.
Factura de compra , garantía 2 años.Lo estrenas tu."
55,1073237873,20241127,15,basic,128,,"685,00",good,apple iphone 15 128gb,False,https://es.wallapop.com/item/apple-iphone-15-128gb-1073237873,False,False,False,
56,1073787785,20241127,15,pro max,256,,"975,00",as_good_as_new,iphone 15 pro max 256gb titanio natural,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-titanio-natural-1073787785,True,False,False,
57,1072706027,20241127,15,pro max,,,"895,00",new,iphone 15 pro max,False,https://es.wallapop.com/item/iphone-15-pro-max-1072706027,False,False,False,"vendo iphone 15 pro max literalmente nuevo, tiene poco uso, sin arañazos ni rayones, viene con su caja y cargador
100% bateria y todo es original"
58,1072860020,20241127,15,basic,,,"700,00",good,iphone 15,False,https://es.wallapop.com/item/iphone-15-1072860020,False,False,False,
59,1073764301,20241127,15,pro max,256,,"975,00",as_good_as_new,iphone 15 pro max 256gb azul,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-azul-1073764301,True,False,False,
60,1028390426,20241127,15,pro max,512,,"1100,00",new,iphone 15 pro max 512,False,https://es.wallapop.com/item/iphone-15-pro-max-512-1028390426,False,False,False,"color blue titanium, reacondicionado. Nunca usado"
61,1073237849,20241127,15,plus,128,,"775,00",good,apple iphone 15 plus 128gb,False,https://es.wallapop.com/item/apple-iphone-15-plus-128gb-1073237849,False,False,False,
62,1073787299,20241127,15,pro max,256,,"975,00",as_good_as_new,iphone 15 pro max 256gb titanio negro,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-titanio-negro-1073787299,True,False,False,
63,1046526243,20241127,15,pro,256,,"903,95",good,movil iphone 15 pro 256gb negro + caja + cable,False,https://es.wallapop.com/item/movil-iphone-15-pro-256gb-negro---caja---cable-1046526243,True,True,False,
64,1072952814,20241127,15,pro,128,,"780,00",new,iphone 15 pro blue de 128gb solo activado,False,https://es.wallapop.com/item/iphone-15-pro-blue-de-128gb-solo-activado-1072952814,False,False,False,"ℹ️ Nuevo solo activado, más detalles en fotos 

‼️ Toda la información relevante está disponible en descripción y fotos, por tanto no se responden consultas sobre detalles ya explicados 
 
💲Precio definitivo, no sujeto a negociación 
 
🧾 Se entrega con factura que incluye la garantía legal vigente 

🏦 Se aceptan múltiples formas de pago, transferencia inmediata, tarjeta, Apple Pay o efectivo

📋 Vendedor profesional, que opera a través de empresa

📦 Envíos exclusivamente a través de la aplicación y con correos

🚛 Entrega en mano en la zona del ensanche de Vallecas"
65,1073786553,20241127,15,pro max,256,,"975,00",as_good_as_new,iphone 15 pro max 256gb titanio negro,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-titanio-negro-1073786553,True,False,False,
66,1067353346,20241127,15,plus,128,,"823,95",good,movil iphone 15 plus 128gb azul + caja + cable,False,https://es.wallapop.com/item/movil-iphone-15-plus-128gb-azul---caja---cable-1067353346,True,True,False,
67,1072605784,20241127,15,pro max,256,,"850,00",new,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1072605784,False,False,False,"Iphone 15 pro max como nuevo literalmente, tiene solo poco uso, ningun arañazo ni nada
No negociable 
Viene con su caja y cargador y bolsa de apple"
68,1073781227,20241127,15,pro max,256,,"829,00",as_good_as_new,iphone 15 pro max 256gb perfecto estado ,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-perfecto-estado-1073781227,False,False,False,
69,1071106196,20241127,15,basic,,,"699,00",new,iphone 15,False,https://es.wallapop.com/item/iphone-15-128gb-1071106196,False,False,False,"Iphone 15 128GB. con la bateria al 100%. Nuevo a estrenar, abierto solo para mirar su estado.
Somos tienda y damos 2 años de garantía. Estamos de 10 a 14 y 16:30 a 20:30 de lunes a sábado. Aceptamos iphone 16 o 14 pro max o 13 pro max en parte de pago. 381730"
70,1073237814,20241127,15,pro max,256,,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1073237814,False,False,False,
71,1073743584,20241127,15,pro max,256,,"1200,00",as_good_as_new,iphone 15 pro max blanco titanio 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-blanco-titanio-256gb-1073743584,True,False,False,
72,1071111620,20241127,15,basic,256,,"750,00",new,iphone 15 256gb ,False,https://es.wallapop.com/item/iphone-15-256gb-1071111620,False,False,False,"iPhone 15 verde 256gb nuevo, precintado"
73,1072867337,20241127,15,basic,256,,"559,00",good,iphone 15 256gb,False,https://es.wallapop.com/item/iphone-15-256gb-1072867337,False,False,False,
74,1073647407,20241127,15,plus,,,"699,00",as_good_as_new,apple iphone 15 plus rosa,False,https://es.wallapop.com/item/apple-iphone-15-plus-rosa-1073647407,True,False,False,
75,1061956895,20241127,15,pro,256,100.0,"903,95",good,movil iphone 15 pro 256gb titanio 100% salud + funda original,False,https://es.wallapop.com/item/movil-iphone-15-pro-256gb-titanio---funda-original-1061956895,True,True,False,
76,1070492771,20241127,15,basic,,,"780,00",new,iphone 15,False,https://es.wallapop.com/item/iphone-15-1070492771,False,False,False,"Iphone 15 de 128gb nuevo ,aproximadamente 3 meses , lo vendo porque me han regalo uno nuevo funciona perfectamente, salud de la bateria 99%, con caja incluida, venta solo en persona.Cualquier cosa por Dm"
77,1073645189,20241127,15,pro,128,,"750,00",as_good_as_new,iphone 15 pro 128gb,False,https://es.wallapop.com/item/iphone-15-pro-128gb-1073645189,False,False,False,
78,1033637892,20241127,15,basic,512,,"1032,00",as_good_as_new,apple iphone 15 512gb rosa - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-rosa-revisado-1033637892,True,True,True,
79,1071703660,20241127,15,basic,256,100.0,"695,00",new,apple iphone 15 azul 256 gb nuevo batería 100%,False,https://es.wallapop.com/item/apple-iphone-15-azul-256-gb-nuevo-bateria-100-1071703660,True,True,False,
80,1072534971,20241127,15,basic,,,"800,00",good,iphone 15 ,False,https://es.wallapop.com/item/iphone-15-1072534971,False,False,False,
81,1033637872,20241127,15,basic,256,,"991,00",as_good_as_new,apple iphone 15 256gb rosa - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-rosa-revisado-1033637872,True,True,True,
82,1071021666,20241127,15,pro,,,"950,00",new,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1071021666,False,False,False,"Iphone 15 pro de 1Tb. Nuevo, sin estrenar, solo e abierto la caja para verlo. Se vende ya que arregle mi movil y me hace falta el dinero. Para mas informacion pregunten sin ningun compromiso, precio negociable."
83,1072492396,20241127,15,pro,,,"750,00",good,iphone 15 pro ,False,https://es.wallapop.com/item/iphone-15-pro-1072492396,False,False,False,
84,1033637853,20241127,15,basic,128,,"798,00",as_good_as_new,apple iphone 15 128gb rosa - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-rosa-revisado-1033637853,True,True,True,
85,1070934265,20241127,15,basic,128,,"659,00",new,iphone 15 128 gb,False,https://es.wallapop.com/item/iphone-15-128-gb-1070934265,False,False,False,Se vende Iphone 15 128 gb en perfectas condiciones y al 100% de salud de bateria.
86,1072789474,20241127,15,pro max,256,,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072789474,False,False,False,
87,1033637843,20241127,15,basic,512,,"1239,00",as_good_as_new,apple iphone 15 512gb amarillo - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-amarillo-revisado-1033637843,True,True,True,
88,1071247953,20241127,15,pro max,256,,"1050,00",new,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-1071247953,False,False,False,"Buenas se vende iphone 15 Pro Max Blanco, esta nuevo tiene 2 semanas de uso.
• 99% de bateria
• 256gb 
Podeis preguntar cualquier duda, pero no respondo a las ofertas absurdas. 
Precio algo negociable
Solo trato en mano, puedes ver mis valoraciones"
89,1072784982,20241127,15,pro max,256,,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072784982,False,False,False,
90,1033637820,20241127,15,basic,256,,"1030,00",as_good_as_new,apple iphone 15 256gb amarillo - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-amarillo-revisado-1033637820,True,True,True,
91,1070668944,20241127,15,pro,512,,"1090,00",new,iphone 15 promax 512 gb blue titanium,False,https://es.wallapop.com/item/iphone-15-promax-512-gb-blue-titanium-1070668944,False,False,False,"vendo iphone 15 Pro Max de 512 GB.

en perfecto estado. caja original y accesorio.

varias carcasas de regalo.

comprado en diciembre 2024 en tiends Apple por lo que tiene dos años de garantia directa con la marca."
92,1072782208,20241127,15,pro max,1tb,,"1405,00",good,apple iphone 15 pro max 1tb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-1tb-1072782208,False,False,False,
93,1033637812,20241127,15,basic,256,,"918,00",as_good_as_new,apple iphone 15 256gb verde - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-verde-revisado-1033637812,True,True,True,
94,1070442472,20241127,15,pro max,,,"1100,00",new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1070442472,False,False,False,urge la venta !!vendo el iphone 15 pro max en negro metalizado con capacidad de 256GB la salud de la bateria el 100% y se entrega en mano con caja y cable se vende por regalo de otro
95,1072780952,20241127,15,pro max,256,,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072780952,False,False,False,
96,1033637800,20241127,15,basic,128,,"736,21",as_good_as_new,apple iphone 15 128gb verde - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-verde-revisado-1033637800,True,True,True,
97,1068858951,20241127,15,basic,,,"650,00",new,vendo iphone 15,False,https://es.wallapop.com/item/vendo-iphone-15-1068858951,False,False,False,"vendo iphone 15 comprado en Agosto de este año. 

no acepto intercambios 
no acepto envios 
solo pago en efectivo en la zona de Retiro.
viene con caja si lo necesitas .
ponerse en contacto al 651 11 11 51"
98,1072258556,20241127,15,pro,,,"800,00",good,iphone 15 pro con carcasa negra,False,https://es.wallapop.com/item/iphone-15-pro-con-carcasa-negra-1072258556,False,False,False,
99,1033637766,20241127,15,basic,512,,"1270,00",as_good_as_new,apple iphone 15 512gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-azul-revisado-1033637766,True,True,True,
100,1069081332,20241127,15,basic,,,"650,00",new,iphone 15 azul claro,False,https://es.wallapop.com/item/iphone-15-azul-claro-1069081332,True,False,False,"NUEVO iphone 15 azul claro 128 GB 
SIN ESTRENAR 
tengo el ticket"
101,1072598912,20241127,15,pro max,256,,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072598912,False,False,False,
102,1033637727,20241127,15,basic,128,,"754,00",as_good_as_new,apple iphone 15 128gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-azul-revisado-1033637727,True,True,True,
103,1068814861,20241127,15,pro max,512,,"1000,00",new,iphone 15 pro max 512gb,False,https://es.wallapop.com/item/iphone-15-pro-max-1068814861,False,False,False,"512gb nuevo sin rasguños. 93%de batería excelente 👌 
Con caja y cargador 
Precio negociable"
104,1072251221,20241127,15,pro max,128,,"900,00",good,iphone 15 pro max negro 128,False,https://es.wallapop.com/item/iphone-15-pro-max-negro-128-1072251221,True,False,False,
105,1033637697,20241127,15,basic,512,,"1146,00",as_good_as_new,apple iphone 15 512gb negro - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-negro-revisado-1033637697,True,True,True,
106,1070133739,20241127,15,pro max,,,"1100,00",new,iphone 15 pro max,False,https://es.wallapop.com/item/iphone-15-pro-max-1070133739,False,False,False,se vende telefonl en negro mate con poco uso esta nuevo la salud de la bateria esta 100 de salud tiene de memoria 256 se negocia algo el precio se vende por regalo de otro ver en persona lo entrego en mano
107,1072311436,20241127,15,pro max,256,,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072311436,False,False,False,
108,1033637660,20241127,15,basic,256,,"895,93",as_good_as_new,apple iphone 15 256gb negro - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-negro-revisado-1033637660,True,True,True,
